Explore_Iteration	MacroPopSize	MicroPopSize	Accuracy_Estimate	AveGenerality	ExpRules	Time(min)
3840	236	1000	1.0	0.5528333333333338	0.0330651601155599
3904	233	1000	1.0	0.5513333333333337	0.03391594886779785
3968	233	1000	1.0	0.5496666666666671	0.03473339478174845
4032	233	1000	1.0	0.5486666666666669	0.035500804583231606
4096	230	1000	1.0	0.5486666666666669	0.03631789684295654
4160	230	1000	1.0	0.5481666666666668	0.037102548281351726
4224	229	1000	1.0	0.5486666666666669	0.03788641293843587
4288	229	1000	1.0	0.5471666666666668	0.03858710130055745
4352	227	1000	1.0	0.5460000000000004	0.03930445512135824
4416	225	1000	1.0	0.5458333333333338	0.04005480607350667
4480	225	1000	1.0	0.544833333333334	0.04080597162246704
4544	230	1000	1.0	0.5438333333333338	0.041523257891337075
4608	227	1000	1.0	0.5441666666666671	0.04224061965942383
4672	225	1000	1.0	0.5433333333333337	0.04320823351542155
4736	228	1000	1.0	0.5413333333333336	0.044042003154754636
4800	227	1000	1.0	0.5410000000000003	0.04482644001642863
4864	222	1000	1.0	0.5413333333333337	0.04562721252441406
4928	221	1000	1.0	0.5401666666666672	0.046427969137827554
4992	220	1000	1.0	0.5396666666666671	0.047162004311879474
5056	219	1000	1.0	0.5395000000000004	0.04892995357513428
5120	222	1000	1.0	0.5381666666666671	0.04971402883529663
5184	220	1000	1.0	0.5376666666666673	0.050514797369639076
5248	220	1000	1.0	0.5363333333333337	0.051298892498016356
5312	221	1000	1.0	0.5355000000000003	0.05208299954732259
5376	220	1000	1.0	0.5353333333333335	0.052833692232767744
5440	223	1000	1.0	0.5346666666666668	0.05366782744725545
5504	224	1000	1.0	0.533166666666667	0.05481893221537272
5568	226	1000	1.0	0.5318333333333334	0.05568675994873047
5632	224	1000	1.0	0.5313333333333334	0.05647093454996745
5696	224	1000	1.0	0.5305	0.0573050856590271
5760	222	1000	1.0	0.5303333333333333	0.0582389235496521
5824	217	1000	1.0	0.5310000000000001	0.059006679058074954
5888	217	1000	1.0	0.5313333333333333	0.05970737139383952
5952	217	1000	1.0	0.5306666666666666	0.06045809586842855
6016	215	1000	1.0	0.5305	0.061175429821014406
6080	219	1000	1.0	0.5308333333333334	0.06194245417912801
6144	216	1000	1.0	0.5313333333333332	0.06264318227767944
6208	213	1000	1.0	0.5309999999999999	0.06334420045216878
6272	211	1000	1.0	0.5313333333333332	0.06399484475453694
6336	210	1000	1.0	0.5321666666666666	0.0650458057721456
6400	211	1000	1.0	0.5304999999999997	0.06579652229944864
6464	213	1000	1.0	0.5294999999999997	0.06654689311981202
6528	214	1000	1.0	0.5291666666666666	0.06728092829386394
6592	216	1000	1.0	0.529333333333333	0.06804833412170411
6656	215	1000	1.0	0.5286666666666664	0.06878236929575603
6720	215	1000	1.0	0.5279999999999998	0.06954978307088217
6784	216	1000	1.0	0.5274999999999996	0.07030086517333985
6848	217	1000	1.0	0.5266666666666663	0.07108493248621622
6912	219	1000	1.0	0.5263333333333331	0.07185235023498535
6976	219	1000	1.0	0.5261666666666664	0.07255301078160604
7040	218	1000	1.0	0.5263333333333331	0.07333709398905436
7104	216	1000	1.0	0.5268333333333329	0.07415457566579182
7168	216	1000	1.0	0.5274999999999996	0.07490529219309489
7232	213	1000	1.0	0.5271666666666665	0.07573944330215454
7296	214	1000	1.0	0.5259999999999999	0.07649012804031372
7360	216	1000	1.0	0.5256666666666664	0.07724087635676066
7424	218	1000	1.0	0.5259999999999998	0.07797487576802571
7488	215	1000	1.0	0.5256666666666666	0.07875896692276001
7552	213	1000	1.0	0.5261666666666666	0.07954304615656535
7616	212	1000	1.0	0.5258333333333333	0.0803104559580485
7680	215	1000	1.0	0.524833333333333	0.08106119632720947
7744	214	1000	1.0	0.5248333333333332	0.08181191682815551
7808	217	1000	1.0	0.5246666666666663	0.0825292706489563
7872	217	1000	1.0	0.5239999999999999	0.08317988713582357
7936	217	1000	1.0	0.5241666666666664	0.08384716908137003
8000	218	1000	1.0	0.5246666666666663	0.08449772198994955
8064	221	1000	1.0	0.5249999999999997	0.08519848982493082
8128	224	1000	1.0	0.5243333333333331	0.08591545025507609
8192	226	1000	1.0	0.5233333333333331	0.08659984270731608
8256	227	1000	1.0	0.5246666666666664	0.08730051517486573
8320	229	1000	1.0	0.5238333333333333	0.08806751171747844
8384	232	1000	1.0	0.5234999999999996	0.08873520692189535
8448	238	1000	1.0	0.5233333333333327	0.08951927820841471
8512	237	1000	1.0	0.522666666666666	0.090186607837677
8576	237	1000	1.0	0.521166666666666	0.09095400969187419
8640	236	1000	1.0	0.5208333333333327	0.09167140324910482
8704	242	1000	1.0	0.5196666666666663	0.09242209593454996
8768	244	1000	1.0	0.519833333333333	0.09317284822463989
8832	239	1000	1.0	0.5196666666666664	0.0941733717918396
8896	239	1000	1.0	0.5198333333333331	0.09494118690490723
8960	236	1000	1.0	0.5196666666666665	0.09565854469935099
9024	238	1000	1.0	0.519333333333333	0.09645920594533285
9088	234	1000	1.0	0.5181666666666664	0.09729340076446533
9152	236	1000	1.0	0.5179999999999996	0.09814422527949015
9216	233	1000	1.0	0.519333333333333	0.0989616870880127
9280	233	1000	1.0	0.519833333333333	0.09984588225682577
9344	238	1000	1.0	0.5196666666666665	0.10067998965581258
9408	235	1000	1.0	0.5198333333333331	0.10143073399861653
9472	230	1000	1.0	0.5199999999999998	0.10216477314631144
9536	226	1000	1.0	0.5204999999999999	0.10288209915161133
9600	228	1000	1.0	0.5196666666666666	0.10359947284062704
9664	228	1000	1.0	0.5178333333333331	0.10431680281956991
9728	230	1000	1.0	0.5186666666666664	0.10503422419230143
9792	228	1000	1.0	0.5169999999999998	0.10580156246821086
9856	229	1000	1.0	0.5161666666666666	0.10651894807815551
9920	230	1000	1.0	0.5163333333333333	0.10721968412399292
9984	230	1000	1.0	0.5161666666666667	0.10787023703257242
